Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG05AB091NR0S321,2021.03,1169,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AB091NR0S321,2021.06,1138,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AB091NR0S321,2021.09,1178,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AB091NR0S321,2021.12,1291,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AB091NR0S321,2022.03,1373,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AB091NR0S321,2022.06,1191,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AB091NR0S321,2022.09,1365,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AB091NR0S321,2022.12,1288,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AB091NR0S321,2023.03,1360,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AB091NR0S321,2023.06,1430,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AB091NR0S321,2023.09,1218,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG05AB091NR0S321,2023.12,1192,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG05AB091NR0S321,2024.03,1391,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG05AB091NR0S321,2024.06,1307,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG05AB091NR0S321,2024.09,1356,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG05AB091NR0S321,2024.12,1481,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG05AB091NR0S321,2025.03,1641,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG05AB091NR0S321,2025.06,1413,Experimental,Dollars,6,A,Capital,B091NR,Finance of capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG05AB091NU0S321,2016.06,742,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05AB091NU0S321,2016.09,722,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05AB091NU0S321,2016.12,779,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05AB091NU0S321,2017.03,906,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05AB091NU0S321,2017.06,865,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05AB091NU0S321,2017.09,816,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05AB091NU0S321,2017.12,986,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05AB091NU0S321,2018.03,970,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05AB091NU0S321,2018.06,932,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05AB091NU0S321,2018.09,903,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05AB091NU0S321,2018.12,1057,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05AB091NU0S321,2019.03,1034,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05AB091NU0S321,2019.06,1115,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05AB091NU0S321,2019.09,953,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05AB091NU0S321,2019.12,1057,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05AB091NU0S321,2020.03,1071,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05AB091NU0S321,2020.06,926,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05AB091NU0S321,2020.09,1084,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05AB091NU0S321,2020.12,1197,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05AB091NU0S321,2021.03,1169,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AB091NU0S321,2021.06,1138,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AB091NU0S321,2021.09,1178,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AB091NU0S321,2021.12,1291,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AB091NU0S321,2022.03,1373,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AB091NU0S321,2022.06,1191,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AB091NU0S321,2022.09,1365,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AB091NU0S321,2022.12,1288,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AB091NU0S321,2023.03,1360,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AB091NU0S321,2023.06,1430,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AB091NU0S321,2023.09,1218,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG05AB091NU0S321,2023.12,1192,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG05AB091NU0S321,2024.03,1391,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG05AB091NU0S321,2024.06,1307,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG05AB091NU0S321,2024.09,1356,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG05AB091NU0S321,2024.12,1481,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG05AB091NU0S321,2025.03,1641,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG05AB091NU0S321,2025.06,1413,Experimental,Dollars,6,A,Capital,B091NU,Capital accumulation,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG05AD091000S321,2016.06,91,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05AD091000S321,2016.09,94,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05AD091000S321,2016.12,97,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05AD091000S321,2017.03,99,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05AD091000S321,2017.06,100,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05AD091000S321,2017.09,102,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05AD091000S321,2017.12,104,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05AD091000S321,2018.03,107,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05AD091000S321,2018.06,110,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05AD091000S321,2018.09,111,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05AD091000S321,2018.12,110,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05AD091000S321,2019.03,106,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05AD091000S321,2019.06,101,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05AD091000S321,2019.09,99,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05AD091000S321,2019.12,102,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05AD091000S321,2020.03,108,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05AD091000S321,2020.06,118,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05AD091000S321,2020.09,127,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05AD091000S321,2020.12,133,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05AD091000S321,2021.03,136,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AD091000S321,2021.06,138,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AD091000S321,2021.09,141,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AD091000S321,2021.12,144,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AD091000S321,2022.03,149,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AD091000S321,2022.06,155,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AD091000S321,2022.09,156,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AD091000S321,2022.12,154,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AD091000S321,2023.03,147,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AD091000S321,2023.06,135,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AD091000S321,2023.09,127,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG05AD091000S321,2023.12,123,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG05AD091000S321,2024.03,122,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG05AD091000S321,2024.06,125,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG05AD091000S321,2024.09,127,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG05AD091000S321,2024.12,129,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG05AD091000S321,2025.03,129,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG05AD091000S321,2025.06,128,Experimental,Dollars,6,A,Capital,D091,Capital taxes,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG05AD099000S321,2016.06,282,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05AD099000S321,2016.09,278,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05AD099000S321,2016.12,291,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05AD099000S321,2017.03,322,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05AD099000S321,2017.06,370,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05AD099000S321,2017.09,402,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05AD099000S321,2017.12,419,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05AD099000S321,2018.03,419,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05AD099000S321,2018.06,404,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05AD099000S321,2018.09,403,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05AD099000S321,2018.12,416,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05AD099000S321,2019.03,443,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05AD099000S321,2019.06,484,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05AD099000S321,2019.09,512,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05AD099000S321,2019.12,525,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05AD099000S321,2020.03,525,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05AD099000S321,2020.06,510,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05AD099000S321,2020.09,506,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05AD099000S321,2020.12,514,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05AD099000S321,2021.03,532,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AD099000S321,2021.06,562,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AD099000S321,2021.09,596,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AD099000S321,2021.12,635,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AD099000S321,2022.03,679,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AD099000S321,2022.06,728,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AD099000S321,2022.09,768,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AD099000S321,2022.12,798,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AD099000S321,2023.03,819,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AD099000S321,2023.06,830,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AD099000S321,2023.09,845,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG05AD099000S321,2023.12,861,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG05AD099000S321,2024.03,880,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG05AD099000S321,2024.06,902,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG05AD099000S321,2024.09,926,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG05AD099000S321,2024.12,951,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG05AD099000S321,2025.03,979,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG05AD099000S321,2025.06,1008,Experimental,Dollars,6,A,Capital,D099,Other capital transfers,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG05ANP01000S321,2016.06,24,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05ANP01000S321,2016.09,33,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05ANP01000S321,2016.12,48,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05ANP01000S321,2017.03,69,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05ANP01000S321,2017.06,96,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05ANP01000S321,2017.09,114,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05ANP01000S321,2017.12,124,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05ANP01000S321,2018.03,125,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05ANP01000S321,2018.06,117,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05ANP01000S321,2018.09,112,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05ANP01000S321,2018.12,109,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05ANP01000S321,2019.03,108,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05ANP01000S321,2019.06,110,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05ANP01000S321,2019.09,104,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05ANP01000S321,2019.12,91,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05ANP01000S321,2020.03,70,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05ANP01000S321,2020.06,42,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05ANP01000S321,2020.09,28,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05ANP01000S321,2020.12,28,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05ANP01000S321,2021.03,43,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05ANP01000S321,2021.06,72,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05ANP01000S321,2021.09,95,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05ANP01000S321,2021.12,112,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05ANP01000S321,2022.03,124,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05ANP01000S321,2022.06,130,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05ANP01000S321,2022.09,136,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05ANP01000S321,2022.12,143,Experimental,Dollars,6,A,Capital,NP01,Net purchases of natural resources,,,32,Local government institutions,National Accounts - SNA 2008 - SNE,2022,12
